valuation,Rating year,Location,Suburb,Town/City,Total Rates
1486171000,2018,"""170 Ringawhati Road, Otaki""",,,2041.26
1486171100,2018,"""156 Ringawhati Road, Otaki""",,,3062.88
1486171101,2018,"""160 Ringawhati Road, Otaki""",,,1836.61
1486171500,2018,"""140 Ringawhati Road, Otaki""",,,5949.18
1486171501,2018,"""136 Ringawhati Road, Otaki""",,,2410.74
1486171502,2018,"""Ringawhati Road, Otaki""",,,889.09
1486171503,2018,"""124 Ringawhati Road, Otaki""",,,3641.69
1486171504,2018,"""126 Ringawhati Road, Otaki""",,,2599.92
1486171600,2018,"""112 Ringawhati Road, Otaki""",,,3066.78
1486171700,2018,"""104 Ringawhati Road, Otaki""",,,2296.65
1486171800,2018,"""98 Ringawhati Road, Otaki""",,,2477.85
1486172000,2018,"""88 Ringawhati Road, Otaki""",,,3051.21
1486172100,2018,"""82 Ringawhati Road, Otaki""",,,3402.84
1486172200,2018,"""66 Ringawhati Road, Otaki""",,,2088.66
1486172500,2018,"""314-334 Rahui Road, Otaki""",,,10090.55
1486172600,2018,"""314,316 Rahui Road, Otaki""",,,2227.79
1486173000,2018,"""Rahui Road, Otaki""",,,1281.18
1486174000,2018,"""Tararua Road, Otaki""",,,0
1486174100,2018,"""Manakau North Road, Otaki""",,,0
1486174200,2018,"""Manakau North Road, Otaki""",,,0
1487100100,2018,"""Swamp Road, Te Horo""",,,2376.3
1487100200,2018,"""Swamp Road, Te Horo""",,,6608.63
1487100400,2018,"""Swamp Road, Te Horo""",,,0
1487100500,2018,"""Swamp Road, Te Horo""",,,50.05
1487100700,2018,"""Lethbridge Road, Te Horo""",,,0
1487100800,2018,"""Lethbridge Road, Te Horo""",,,0
1487101000,2018,"""Swamp Road, Te Horo""",,,0
1487101200,2018,"""Swamp Road, Te Horo""",,,107.04
1487101500,2018,"""Swamp Road, Te Horo""",,,0
1487101600,2018,"""Swamp Road, Te Horo""",,,44.17
1487101800,2018,"""Swamp Road, Te Horo""",,,11.78
1487102000,2018,"""Swamp Road, Te Horo""",,,0
1487102800,2018,"""Lethbridge Road, Te Horo""",,,104.08
1487102900,2018,"""Lethbridge Road, Te Horo""",,,68.77
1487103200,2018,"""Swamp Road, Te Horo""",,,220.81
1487103300,2018,"""Lethbridge Road, Te Horo""",,,1049.81
1487103400,2018,"""Lethbridge Road, Te Horo""",,,0
1487103600,2018,"""Lethbridge Road, Te Horo""",,,227.75
1487103800,2018,"""Lethbridge Road, Te Horo""",,,48.17
1487104000,2018,"""Lethbridge Road, Te Horo""",,,0
1487104600,2018,"""Lethbridge Road, Te Horo""",,,27.02
1487104800,2018,"""Lethbridge Road, Te Horo""",,,27.02
1487105100,2018,"""Lethbridge Road, Te Horo""",,,80.54
1487105700,2018,"""Swamp Road, Te Horo""",,,21.18
1487105900,2018,"""Swamp Road, Te Horo""",,,65.83
1487106100,2018,"""Swamp Road, Te Horo""",,,33.56
1487106700,2018,"""Swamp Road, Te Horo""",,,48.17
1487107400,2018,"""Lethbridge Road, Te Horo""",,,3729.03
1487107500,2018,"""Lethbridge Road, Te Horo""",,,71.7
1487107600,2018,"""80 Lethbridge Road, Te Horo""",,,2274.41
1487107800,2018,"""State Highway 1 South, Otaki""",,,2113.51
1487108000,2018,"""64 Lethbridge Road, Te Horo""",,,1931.59
1487108100,2018,"""25,40 Lethbridge Road, Te Horo""",,,1697.55
1487108300,2018,"""Lethbridge Road, Te Horo""",,,2525.53
1487108800,2018,"""20 Lethbridge Road, Te Horo""",,,2470.4
1487109000,2018,"""79 Lethbridge Road, Te Horo""",,,2898.43
1487109200,2018,"""47 Lethbridge Road, Te Horo""",,,3784.17
1487109300,2018,"""25 Lethbridge Road, Te Horo""",,,1848.31
1487109500,2018,"""21 Lethbridge Road, Te Horo""",,,1636.65
1487109600,2018,"""306 Te Waka Road, Te Horo""",,,1511.91
1487109700,2018,"""255 Te Waka Road, Te Horo""",,,1551.66
1487109800,2018,"""316 Te Waka Road, Te Horo""",,,1942.02
1487109801,2018,"""1277 State Highway 1 South, Otaki""",,,2391.38
1487109802,2018,"""Te Waka Road, Te Horo""",,,0
1487110000,2018,"""296 Te Waka Road, Te Horo""",,,2016.33
1487110100,2018,"""294 Te Waka Road, Te Horo""",,,1761.97
1487110200,2018,"""284 Te Waka Road, Te Horo""",,,1669.6
1487110400,2018,"""282 Te Waka Road, Te Horo""",,,1957.44
1487110500,2018,"""278 Te Waka Road, Te Horo""",,,2018.79
1487110600,2018,"""262 Te Waka Road, Te Horo""",,,2718.17
1487110700,2018,"""80 Addington Road, Otaki""",,,2034.52
1487110800,2018,"""88 Addington Road, Otaki""",,,1838.97
1487110900,2018,"""70 Addington Road, Otaki""",,,2254.65
1487111000,2018,"""76 Addington Road, Otaki""",,,2444.29
1487111100,2018,"""52 Addington Road, Otaki""",,,1982.33
1487111200,2018,"""Addington Road, Otaki""",,,1981.7
1487111300,2018,"""62 Addington Road, Otaki""",,,4173.24
1487111500,2018,"""42 Addington Road, Otaki""",,,2215.09
1487111600,2018,"""40 Addington Road, Otaki""",,,1449.83
1487111700,2018,"""36 Addington Road, Otaki""",,,1850.65
1487111800,2018,"""30 Addington Road, Otaki""",,,3920
1487111900,2018,"""26 Addington Road, Otaki""",,,2547.56
1487112000,2018,"""4 Addington Road, Otaki""",,,2519.47
1487112001,2018,"""24 Addington Road, Otaki""",,,2176.78
1487112100,2018,"""4 Addington Road, Otaki""",,,3185.19
1487112200,2018,"""20 Addington Road, Otaki""",,,3895.08
1487113000,2018,"""254 Te Waka Road, Te Horo""",,,2610.32
1487113200,2018,"""244 Te Waka Road, Te Horo""",,,1963.45
1487113300,2018,"""93 Addington Road, Otaki""",,,1847.68
1487113500,2018,"""69 Addington Road, Otaki""",,,1647.41
1487113600,2018,"""61 Addington Road, Otaki""",,,3200.21
1487113800,2018,"""45 Addington Road, Otaki""",,,3230.29
1487114000,2018,"""39 Addington Road, Otaki""",,,1944.67
1487114100,2018,"""33-35 Addington Road, Otaki""",,,1945.39
1487114200,2018,"""23 Addington Road, Otaki""",,,1881.18
1487114400,2018,"""9 Addington Road, Otaki""",,,2044.7
1487114600,2018,"""1225-1229 State Highway 1 South, Otaki""",,,2231.06
1487114700,2018,"""21 Addington Road, Otaki""",,,2186.59
1487114701,2018,"""1215 State Highway 1 South, Otaki""",,,1857.04
1487114900,2018,"""1209 State Highway 1 South, Otaki""",,,1766.43
1487115000,2018,"""1199 State Highway 1 South, Otaki""",,,2571.23
1487115200,2018,"""1195 State Highway 1 South, Otaki""",,,1387.38
1487115300,2018,"""1191 State Highway 1 South, Otaki""",,,1481.03
1487115500,2018,"""1179 State Highway 1 South, Otaki""",,,3678.23
1487115600,2018,"""1189 State Highway 1 South, Otaki""",,,1223.53
1487115800,2018,"""1193 State Highway 1 South, Otaki""",,,2704.17
1487116000,2018,"""1155 State Highway 1 South, Otaki""",,,2651.71
1487116001,2018,"""1161 State Highway 1 South, Otaki""",,,1366.3
1487116200,2018,"""1173 State Highway 1 South, Otaki""",,,1309.72
1487116300,2018,"""1171 State Highway 1 South, Otaki""",,,1229.36
1487116400,2018,"""1169 State Highway 1 South, Otaki""",,,1375.69
1487116500,2018,"""1167 State Highway 1 South, Otaki""",,,1305.47
1487116600,2018,"""1165 State Highway 1 South, Otaki""",,,1170.85
1487116800,2018,"""1153 State Highway 1 South, Otaki""",,,1188.42
1487116900,2018,"""1151 State Highway 1 South, Otaki""",,,1217.67
1487117000,2018,"""1149 State Highway 1 South, Otaki""",,,1205.96
1487117100,2018,"""1147 State Highway 1 South, Otaki""",,,1153.28
1487117200,2018,"""1127 State Highway 1 South, Otaki""",,,2111.75
1487117300,2018,"""1121 State Highway 1 South, Otaki""",,,2547.17
1487117501,2018,"""180 Te Waka Road, Te Horo""",,,3298.45
1487117502,2018,"""170 Te Waka Road, Te Horo""",,,3191.29
1487117503,2018,"""154 Te Waka Road, Te Horo""",,,2095.03
1487117504,2018,"""164 Te Waka Road, Te Horo""",,,1940.05
1487117505,2018,"""134 Te Waka Road, Te Horo""",,,2555.92
1487117506,2018,"""152 Te Waka Road, Te Horo""",,,2310.27
1487117507,2018,"""130 Te Waka Road, Te Horo""",,,2003.55
1487117600,2018,"""1115 State Highway 1 South, Otaki""",,,3568.44
1487117800,2018,"""1113 State Highway 1 South, Otaki""",,,2155
1487118000,2018,"""1081 State Highway 1 South, Otaki""",,,3556.53
1487118001,2018,"""1083 State Highway 1 South, Otaki""",,,2200.34
1487118100,2018,"""1081A State Highway 1 South, Otaki""",,,2544.84
1487118200,2018,"""State Highway 1 South, Otaki""",,,1328.91
1487118400,2018,"""1037 State Highway 1 South, Otaki""",,,2114.77
1487118500,2018,"""1039 State Highway 1 South, Otaki""",,,1750.98
1487118600,2018,"""12 Te Waka Road, Te Horo""",,,3039.34
1487118800,2018,"""76 Te Waka Road, Te Horo""",,,2080.17
1487118900,2018,"""84,88 Te Waka Road, Te Horo""",,,1240.38
1487119100,2018,"""126 Te Waka Road, Te Horo""",,,2530.27
1487119200,2018,"""114 Te Waka Road, Te Horo""",,,1839.31
1487119400,2018,"""120,122 Te Waka Road, Te Horo""",,,1886.13
1487119500,2018,"""142,144 Te Waka Road, Te Horo""",,,1942.36
1487119600,2018,"""146 Te Waka Road, Te Horo""",,,2074.84
1487119800,2018,"""133 Te Waka Road, Te Horo""",,,6999.08
1487119900,2018,"""245 Te Waka Road, Te Horo""",,,194.32
1487120000,2018,"""190 Te Waka Road, Te Horo""",,,10792.04
1487120100,2018,"""216 Te Waka Road, Te Horo""",,,2218.85
1487120600,2018,"""95 Te Waka Road, Te Horo""",,,1632.88
1487120800,2018,"""91 Te Waka Road, Te Horo""",,,195.37
1487121000,2018,"""Te Waka Road, Te Horo""",,,2402.2
1487121200,2018,"""57 Te Waka Road, Te Horo""",,,1385.09
1487121400,2018,"""Te Waka Road, Te Horo""",,,1653.28
1487121500,2018,"""15,21 Te Waka Road, Te Horo""",,,2207.48
1487121700,2018,"""13 Te Waka Road, Te Horo""",,,2389.3
1487121900,2018,"""961 State Highway 1, Te Horo""",,,3879.85
1487121901,2018,"""9 Te Waka Road, Te Horo""",,,1681.29
1487121902,2018,"""11 Te Waka Road, Te Horo""",,,3371.61
1487122100,2018,"""10 Te Horo Beach Road, Te Horo""",,,1853.37
1487122200,2018,"""12 Te Horo Beach Road, Te Horo""",,,2203.97
1487122300,2018,"""44 Te Horo Beach Road, Te Horo""",,,1819.11
1487122301,2018,"""40 Te Horo Beach Road, Te Horo""",,,1921.25
1487122400,2018,"""881 State Highway 1, Te Horo""",,,2249.1
1487122401,2018,"""883 State Highway 1, Te Horo""",,,2429.35
1487122500,2018,"""63 Te Horo Beach Road, Te Horo""",,,1905.66
1487122600,2018,"""59,61 Te Horo Beach Road, Te Horo""",,,2563.72
1487122800,2018,"""41,43 Te Horo Beach Road, Te Horo""",,,1917.71
1487122900,2018,"""37 Te Horo Beach Road, Te Horo""",,,2852.91
1487123000,2018,"""Te Horo Beach Road, Te Horo""",,,2481.53
1487123001,2018,"""Te Horo Beach Road, Te Horo""",,,1578.37
1487123200,2018,"""13 Te Horo Beach Road, Te Horo""",,,2182.53
1487123500,2018,"""3,11 Te Horo Beach Road, Te Horo""",,,11097.31
1487123600,2018,"""939 State Highway 1, Te Horo""",,,1454.2
1487123800,2018,"""937 State Highway 1, Te Horo""",,,1290.32
1487123801,2018,"""935A State Highway 1, Te Horo""",,,1625.01
1487123810,2018,"""935B State Highway 1, Te Horo""",,,1913.85
1487123900,2018,"""933 State Highway 1, Te Horo""",,,2024.3
1487123901,2018,"""933A State Highway 1, Te Horo""",,,476.72
1487124100,2018,"""931 State Highway 1, Te Horo""",,,1886.05
1487124300,2018,"""921 State Highway 1, Te Horo""",,,1878.02
1487124600,2018,"""917 State Highway 1, Te Horo""",,,1952.79
1487124700,2018,"""913 State Highway 1, Te Horo""",,,2347.99
1487124800,2018,"""915A State Highway 1, Te Horo""",,,1435.31
1487124900,2018,"""915B State Highway 1, Te Horo""",,,1530.28
1487125000,2018,"""909 State Highway 1, Te Horo""",,,2326.29
1487125200,2018,"""907 State Highway 1, Te Horo""",,,3276.89
1487125300,2018,"""903 State Highway 1, Te Horo""",,,2343.86
1487125400,2018,"""901 State Highway 1, Te Horo""",,,3160.89
1487125401,2018,"""899 State Highway 1, Te Horo""",,,2206.84
1487125600,2018,"""893 State Highway 1, Te Horo""",,,1459.46
1487125700,2018,"""891 State Highway 1, Te Horo""",,,2009.15
1487125800,2018,"""889 State Highway 1, Te Horo""",,,3785.84
1487125900,2018,"""887A State Highway 1, Te Horo""",,,1024.58
1487126000,2018,"""887B State Highway 1, Te Horo""",,,873.76
1487126200,2018,"""885 State Highway 1, Te Horo""",,,1976.19
1487128000,2018,"""195 Swamp Road, Te Horo""",,,781.9
1487128200,2018,"""193 Swamp Road, Te Horo""",,,781.9
1487128500,2018,"""191 Swamp Road, Te Horo""",,,1621.53
1487128600,2018,"""189 Swamp Road, Te Horo""",,,1172.11
1487129000,2018,"""199 Swamp Road, Te Horo""",,,1627.56
1487129200,2018,"""Swamp Road, Te Horo""",,,1519.89
1487129300,2018,"""181,187 Swamp Road, Te Horo""",,,2925.42
1487129600,2018,"""157 Swamp Road, Te Horo""",,,2182.12
1487129700,2018,"""153 Swamp Road, Te Horo""",,,1730.42
1487129900,2018,"""170-74,182-88 Swamp Road, Te Horo""",,,2203.97
1487130100,2018,"""86 Swamp Road, Te Horo""",,,18808.18
1487130101,2018,"""Swamp Road, Te Horo""",,,1310.1
1487130200,2018,"""131 Swamp Road, Te Horo""",,,1250.16
1487130300,2018,"""111 Swamp Road, Te Horo""",,,1881.18
1487130600,2018,"""105 Swamp Road, Te Horo""",,,1938.16
1487130700,2018,"""120 Swamp Road, Te Horo""",,,1392.91
1487131500,2018,"""46 Te Horo Beach Road, Te Horo""",,,2341.77
1487131800,2018,"""120 Te Horo Beach Road, Te Horo""",,,9910.98
1487131802,2018,"""76 Harakeke Road, Te Horo""",,,1568.16
1487131803,2018,"""80 Harakeke Road, Te Horo""",,,1568.16
1487131804,2018,"""84 Harakeke Road, Te Horo""",,,622.89
1487131805,2018,"""92 Harakeke Road, Te Horo""",,,1479.83
1487131806,2018,"""96 Harakeke Road, Te Horo""",,,2185.51
1487131808,2018,"""136 Harakeke Road, Te Horo""",,,1896.95
1487131809,2018,"""104 Harakeke Road, Te Horo""",,,2073.77
1487131810,2018,"""77 Harakeke Road, Te Horo""",,,2144.35
1487131811,2018,"""81 Harakeke Road, Te Horo""",,,1494.56
1487131812,2018,"""87 Harakeke Road, Te Horo""",,,1553.43
1487131813,2018,"""91 Harakeke Road, Te Horo""",,,2206.09
1487131814,2018,"""108 Harakeke Road, Te Horo""",,,2206.09
1487131815,2018,"""100 Harakeke Road, Te Horo""",,,2050.36
1487131816,2018,"""Harakeke Road, Te Horo""",,,0
1487131817,2018,"""169 Harakeke Road, Te Horo""",,,16512
1487131818,2018,"""166 Harakeke Road, Te Horo""",,,1494.56
1487131819,2018,"""170 Harakeke Road, Te Horo""",,,1465.11
1487131820,2018,"""174 Harakeke Road, Te Horo""",,,1553.43
1487131821,2018,"""178 Harakeke Road, Te Horo""",,,2138.68
1487131822,2018,"""188 Harakeke Road, Te Horo""",,,1688.74
1487131823,2018,"""192 Harakeke Road, Te Horo""",,,1681.18
1487131824,2018,"""195 Harakeke Road, Te Horo""",,,1965.58
1487131825,2018,"""191 Harakeke Road, Te Horo""",,,2187.99
1487131826,2018,"""187 Harakeke Road, Te Horo""",,,2092.57
1487131827,2018,"""183 Harakeke Road, Te Horo""",,,1772.29
1487131828,2018,"""179 Harakeke Road, Te Horo""",,,1435.66
1487131829,2018,"""175 Harakeke Road, Te Horo""",,,1666.95
1487131830,2018,"""165 Harakeke Road, Te Horo""",,,1479.83
1487131831,2018,"""161 Harakeke Road, Te Horo""",,,2129.46
1487131832,2018,"""68 Harakeke Road, Te Horo""",,,2428.6
1487131833,2018,"""151 Swamp Road, Te Horo""",,,2328.78
1487132000,2018,"""30 Harakeke Road, Te Horo""",,,2332.01
1487132001,2018,"""Te Horo Beach Road, Te Horo""",,,0
1487132002,2018,"""Te Horo Beach Road, Te Horo""",,,0
1487132003,2018,"""204 Te Horo Beach Road, Te Horo""",,,2039.02
1487132004,2018,"""168 Te Horo Beach Road, Te Horo""",,,1615.84
1487132005,2018,"""166 Te Horo Beach Road, Te Horo""",,,1846.07
1487132009,2018,"""180 Te Horo Beach Road, Te Horo""",,,1450.39
1487132010,2018,"""232 Te Horo Beach Road, Te Horo""",,,2404.22
1487132011,2018,"""190 Te Horo Beach Road, Te Horo""",,,1376.79
1487132012,2018,"""200 Te Horo Beach Road, Te Horo""",,,1443.48
1487132013,2018,"""176 Te Horo Beach Road, Te Horo""",,,1666.95
1487132014,2018,"""24 Harakeke Road, Te Horo""",,,1922.32
1487132015,2018,"""36 Harakeke Road, Te Horo""",,,2109.24
1487132016,2018,"""42 Harakeke Road, Te Horo""",,,2331.29
1487132017,2018,"""48 Harakeke Road, Te Horo""",,,2293.69
1487132018,2018,"""52 Harakeke Road, Te Horo""",,,2068.09
1487132019,2018,"""56 Harakeke Road, Te Horo""",,,2021.28
1487132020,2018,"""62 Harakeke Road, Te Horo""",,,2177.35
1487132022,2018,"""67 Harakeke Road, Te Horo""",,,1810.24
1487132023,2018,"""31-35 Sandown Road, Te Horo""",,,4031.48
1487132024,2018,"""22 Sandown Road, Te Horo""",,,1839.31
1487132025,2018,"""18 Sandown Road, Te Horo""",,,1798.34
1487132026,2018,"""12 Sandown Road, Te Horo""",,,1956.36
1487132027,2018,"""34 Sims Road, Te Horo""",,,2088.32
1487132028,2018,"""28 Sims Road, Te Horo""",,,1582.33
1487132029,2018,"""24 Sims Road, Te Horo""",,,1391.51
1487132030,2018,"""18 Sims Road, Te Horo""",,,2024.83
1487132031,2018,"""12 Sims Road, Te Horo""",,,1989.72
1487132032,2018,"""6 Sims Road, Te Horo""",,,1725.46
1487132033,2018,"""2 Sims Road, Te Horo""",,,1376.79
1487132035,2018,"""47 Sandown Road, Te Horo""",,,2029.78
1487132036,2018,"""39 Sandown Road, Te Horo""",,,1465.11
1487132037,2018,"""37 Sandown Road, Te Horo""",,,1771.91
1487132038,2018,"""29 Sandown Road, Te Horo""",,,1883.31
1487132039,2018,"""27 Sandown Road, Te Horo""",,,2023.75
1487132040,2018,"""25 Sandown Road, Te Horo""",,,1532.69
1487132041,2018,"""21 Sandown Road, Te Horo""",,,2158.91
1487132042,2018,"""56 Sims Road, Te Horo""",,,1956.74
1487132043,2018,"""64 Sims Road, Te Horo""",,,2082.27
1487132044,2018,"""70 Sims Road, Te Horo""",,,1815.91
1487132045,2018,"""78 Sims Road, Te Horo""",,,2398.31
1487132400,2018,"""Swamp Road, Te Horo""",,,645.28
1487133000,2018,"""7 Sims Road, Te Horo""",,,4124.05
1487133100,2018,"""23 Sims Road, Te Horo""",,,3139.24
1487133200,2018,"""33 Sims Road, Te Horo""",,,2776.33
1487133300,2018,"""55 Sims Road, Te Horo""",,,3068.99
1487133400,2018,"""69 Sims Road, Te Horo""",,,3057.25
1487133500,2018,"""89 Sims Road, Te Horo""",,,3139.23
1487133600,2018,"""99 Sims Road, Te Horo""",,,3080.67
1487133800,2018,"""115 Sims Road, Te Horo""",,,2862.17
1487133900,2018,"""133 Sims Road, Te Horo""",,,3384.95
1487134000,2018,"""135 Sims Road, Te Horo""",,,3244.61
1487134100,2018,"""189 Sims Road, Te Horo""",,,3157.36
1487134200,2018,"""195 Sims Road, Te Horo""",,,4427.59
1487134300,2018,"""198 Sims Road, Te Horo""",,,3555.47
1487134500,2018,"""196 Sims Road, Te Horo""",,,3186.58
1487134600,2018,"""Sims Road, Te Horo""",,,5721.33
1487135000,2018,"""319 Te Horo Beach Road, Te Horo""",,,4886.97
1487135001,2018,"""58 Pukenamu Road, Te Horo""",,,1694.95
1487135002,2018,"""36 Pukenamu Road, Te Horo""",,,1721.2
1487135003,2018,"""38 Pukenamu Road, Te Horo""",,,1588.74
1487135004,2018,"""62 Pukenamu Road, Te Horo""",,,1662.33
1487135005,2018,"""64 Pukenamu Road, Te Horo""",,,1711.15
1487135006,2018,"""285 Te Horo Beach Road, Te Horo""",,,2303.64
1487135007,2018,"""72 Pukenamu Road, Te Horo""",,,1835.4
1487135100,2018,"""42 Pukenamu Road, Te Horo""",,,1630.56
1487135200,2018,"""84 Pukenamu Road, Te Horo""",,,1830.1
1487135900,2018,"""28 Puruaha Road, Te Horo""",,,1616.2
1487136000,2018,"""56 Puruaha Road, Te Horo""",,,3630.32
1487136001,2018,"""38 Puruaha Road, Te Horo""",,,2551.6
1487136002,2018,"""88 Pukenamu Road, Te Horo""",,,2523.17
1487136003,2018,"""188 Pukenamu Road, Te Horo""",,,0
1487136004,2018,"""7 Mahurenga Lane, Te Horo""",,,2641.93
1487136005,2018,"""115 Puruaha Road, Te Horo""",,,1553.43
1487136006,2018,"""113 Puruaha Road, Te Horo""",,,1627.03
1487136007,2018,"""111 Puruaha Road, Te Horo""",,,2329.33
1487136008,2018,"""109 Puruaha Road, Te Horo""",,,2095.95
1487136009,2018,"""93 Puruaha Road, Te Horo""",,,1744.8
1487136010,2018,"""89 Puruaha Road, Te Horo""",,,1803.67
1487136011,2018,"""87 Puruaha Road, Te Horo""",,,1847.84
1487136012,2018,"""83 Puruaha Road, Te Horo""",,,2545.69
1487136013,2018,"""6 Mahurenga Lane, Te Horo""",,,2457.92
1487136014,2018,"""8 Mahurenga Lane, Te Horo""",,,1847.84
1487136015,2018,"""10 Mahurenga Lane, Te Horo""",,,1847.84
1487136016,2018,"""14 Mahurenga Lane, Te Horo""",,,1847.84
1487136017,2018,"""18 Mahurenga Lane, Te Horo""",,,1847.84
1487136018,2018,"""22 Mahurenga Lane, Te Horo""",,,1847.84
1487136019,2018,"""24 Mahurenga Lane, Te Horo""",,,1803.67
1487136020,2018,"""26 Mahurenga Lane, Te Horo""",,,1627.03
1487136021,2018,"""27 Mahurenga Lane, Te Horo""",,,1597.6
1487136022,2018,"""25 Mahurenga Lane, Te Horo""",,,1597.6
1487136023,2018,"""23 Mahurenga Lane, Te Horo""",,,1597.6
1487136024,2018,"""21 Mahurenga Lane, Te Horo""",,,1406.25
1487136025,2018,"""Mahurenga Lane, Te Horo""",,,0
1487136200,2018,"""33 Puruaha Road, Te Horo""",,,1475.55
1487136500,2018,"""107 Pukenamu Road, Te Horo""",,,1630.4
1487136501,2018,"""121 Pukenamu Road, Te Horo""",,,1899.28
1487136502,2018,"""131 Pukenamu Road, Te Horo""",,,2106.77
1487136503,2018,"""133 Pukenamu Road, Te Horo""",,,2209.27
1487136504,2018,"""151 Pukenamu Road, Te Horo""",,,2077.49
1487136505,2018,"""159 Pukenamu Road, Te Horo""",,,2124.31
1487136506,2018,"""171 Pukenamu Road, Te Horo""",,,2065.8
1487136507,2018,"""191 Pukenamu Road, Te Horo""",,,2147.71
1487136508,2018,"""144 Pukenamu Road, Te Horo""",,,1901.38
1487136509,2018,"""29 Puruaha Road, Te Horo""",,,2301.15
1487136600,2018,"""93B Pukenamu Road, Te Horo""",,,2227.37
1487136601,2018,"""93A Pukenamu Road, Te Horo""",,,1931.02
1487136700,2018,"""91 Pukenamu Road, Te Horo""",,,1807.03
1487136800,2018,"""67 Pukenamu Road, Te Horo""",,,2162.79
1487137000,2018,"""51 Pukenamu Road, Te Horo""",,,2454.79
1487137001,2018,"""77 Pukenamu Road, Te Horo""",,,2327.28
1487137200,2018,"""15 Pukenamu Road, Te Horo""",,,1878.14
1487137300,2018,"""5 Pukenamu Road, Te Horo""",,,2017.57
1487137400,2018,"""231 Te Horo Beach Road, Te Horo""",,,2193.27
